title,budget,gross,imdb_score,meta_score,opening_weekend,rated,release_date,run_time,max_meta_actor_score,min_meta_actor_score,sum_max_meta_actor_score,sum_min_meta_actor_score,avg_meta_high_actor_score,avg_meta_avg_actor_score,max_user_actor_score,min_user_actor_score,sum_max_user_actor_score,sum_min_user_actor_score,avg_user_high_actor_score,avg_user_median_actor_score,max_meta_director_score,min_meta_director_score,sum_max_meta_director_score,sum_min_meta_director_score,avg_meta_high_director_score,avg_meta_avg_director_score,max_user_director_score,min_user_director_score,sum_max_user_director_score,sum_min_user_director_score,avg_user_high_director_score,avg_user_median_director_score,max_meta_writer_score,min_meta_writer_score,sum_max_meta_writer_score,sum_min_meta_writer_score,avg_meta_high_writer_score,avg_meta_avg_writer_score,max_user_writer_score,min_user_writer_score,sum_max_user_writer_score,sum_min_user_writer_score,avg_user_high_writer_score,avg_user_median_writer_score
Mothers Day,25000000,32463917,5.6,18,8369184,PG-13,29/04/2016,118,85,18,276,126,55.2,41,9,2,35,13,7,5.8,66,18,66,18,66,45,9,2,9,2,9,6,62,9,93,27,46.5,29,9,2,15,4,7.5,6
Mothers and Daughters,0,0,4.9,29,0,PG-13,06/05/2016,90,78,13,227,124,75.6667,59,10,2,27,12,9,7.3333,29,29,29,29,29,29,7,7,7,7,7,7,29,29,58,58,29,29,7,7,14,14,7,7
Mountain Men,0,0,7.2,46,0,,29/01/2016,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountains May Depart,0,80244,6.8,79,4691,,12/02/2016,131,83,54,405,335,81,75.8,9,7,40,35,8,7.2,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Church,8000000,685143,7.7,37,338378,PG-13,16/09/2016,104,90,12,370,139,74,48.8,10,2,43,16,8.6,7,81,35,81,35,81,51,9,4,9,4,9,6,70,47,70,47,70,59,9,7,9,7,9,9
Mr. Holmes,10000000,17735503,6.9,67,2434908,PG,17/07/2015,104,94,14,402,133,80.4,57.6,9,3,43,20,8.6,7.4,82,45,82,45,82,64,8,4,8,4,8,6,67,26,134,76,67,53.5,8,6,16,13,8,8
Mr. Peabody & Sherman,145000000,111505642,6.8,59,32207057,PG,07/03/2014,92,77,32,267,188,66.75,57.5,10,4,33,23,8.25,7,83,34,83,34,83,58,9,5,9,5,9,7,79,36,138,87,69,55.5,9,5,16,12,8,7
Mr. Right,8000000,25369,6.3,52,25369,R,08/04/2016,90,94,1,415,102,83,52.8,9,1,44,13,8.8,6.6,52,28,52,28,52,40,6,2,6,2,6,6,69,36,69,36,69,47,7,5,7,5,7,6
Mr. Turner,8200000,3958500,6.8,94,109000,R,19/12/2014,150,94,20,470,275,94,75,10,4,41,30,8.2,7,94,72,94,72,94,84,9,3,9,3,9,8,94,72,94,72,94,84,9,3,9,3,9,8
Muppets Most Wanted,50000000,51178893,6.4,61,17005126,PG,21/03/2014,107,81,32,375,218,75,59,9,4,38,24,7.6,6.2,,,,,,,,,,,,,75,33,75,33,75,56,8,3,8,3,8,6
Murder of a Cat,0,0,5.3,31,0,,05/12/2014,101,93,9,329,75,82.25,52.5,10,1,38,10,9.5,6.5,31,31,31,31,31,31,3,3,3,3,3,3,66,31,97,97,48.5,48.5,8,3,11,11,5.5,5.5
Mustang,1300000,835318,7.7,83,22151,PG-13,20/11/2015,97,83,83,415,415,83,83,8,8,40,40,8,8,83,83,83,83,83,83,8,8,8,8,8,8,83,66,166,149,83,78,8,7,16,15,8,7.5
My All American,20000000,2246000,7.1,34,1365000,PG,13/11/2015,118,93,18,252,97,63,41.75,9,2,31,16,7.75,7,76,34,76,34,76,55,9,7,9,7,9,8,76,34,110,68,55,44.5,9,7,16,14,8,7.5
My Big Fat Greek Wedding 2,18000000,59573085,6,37,17861950,PG-13,25/03/2016,94,71,17,133,54,66.5,45.5,9,3,17,8,8.5,7,49,49,49,49,49,49,7,7,7,7,7,7,,,,,,,,,,,,
My Golden Days,0,268548,6.9,87,26847,R,18/03/2016,123,94,43,447,330,89.4,77.2,10,4,40,29,8,7.2,87,46,87,46,87,71,8,6,8,6,8,7,87,39,174,85,87,64.5,8,6,15,12,7.5,6.5
My Man Is a Loser,0,0,4.3,19,0,R,25/07/2014,95,89,1,332,77,66.4,41.2,10,1,42,16,8.4,6.6,49,19,49,19,49,30,7,1,7,1,7,7,49,19,49,19,49,30,7,1,7,1,7,7
My Old Lady,5000000,4011530,6.3,52,124680,PG-13,10/09/2014,107,90,38,346,242,69.2,57,10,2,41,28,8.2,7.2,71,49,71,49,71,59,9,5,9,5,9,7,71,49,142,98,71,59,9,5,18,10,9,7
Narcopolis,1000000,0,4.4,30,0,,02/10/2015,96,84,25,296,115,74,48.75,9,5,33,21,8.25,6.5,30,30,30,30,30,30,6,6,6,6,6,6,30,30,30,30,30,30,6,6,6,6,6,6
Nas: Time Is Illmatic,0,109300,7.1,72,23200,,01/10/2014,74,85,19,305,170,76.25,61.5,9,3,35,20,8.75,8,72,72,72,72,72,72,8,8,8,8,8,8,72,72,72,72,72,72,8,8,8,8,8,8
Nasty Baby,0,79800,5.6,64,8023,R,23/10/2015,101,90,15,397,166,79.4,58,10,3,45,21,9,6.8,85,45,85,45,85,67,8,6,8,6,8,7,85,45,85,45,85,67,8,6,8,6,8,7
Need For Speed,66000000,43568507,6.5,39,17844939,PG-13,14/03/2014,132,86,19,387,171,77.4,55.6,10,3,44,23,8.8,7.2,72,39,72,39,72,51,9,5,9,5,9,7,46,39,92,78,46,43,7,7,14,14,7,7
Neighbors,18000000,150056505,6.3,68,49033915,R,09/05/2014,97,85,22,367,199,73.4,56.2,10,2,38,21,7.6,6.2,75,33,75,33,75,56,8,3,8,3,8,6,68,30,68,30,68,53,7,4,7,4,7,6
Neighbors 2: Sorority Rising,35000000,55291815,5.7,58,21760405,R,20/05/2016,92,89,21,334,123,83.5,57,10,2,36,16,9,6.75,75,33,75,33,75,56,8,3,8,3,8,6,68,30,68,30,68,53,7,4,7,4,7,6
Neruda,0,938875,7.1,82,29402,R,16/12/2016,107,96,14,348,152,87,67,8,5,32,24,8,7.25,96,54,96,54,96,75,8,4,8,4,8,7,82,73,82,73,82,78,8,8,8,8,8,8
Nerve,20000000,38562379,6.6,58,9445456,PG-13,27/07/2016,96,83,14,355,134,71,52,9,2,42,22,8.4,7,65,40,130,80,65,58,8,5,16,10,8,7,71,58,129,120,64.5,62.5,8,5,15,12,7.5,7.5
Next Goal Wins,0,0,7.9,71,0,,25/04/2014,97,71,71,355,355,71,71,6,6,30,30,6,6,75,71,150,142,75,73,9,6,18,12,9,9,,,,,,,,,,,,
Night at the Museum: Secret of the Tomb,127000000,113733726,6.2,47,17100520,PG,19/12/2014,98,88,19,408,127,81.6,54.4,10,1,45,17,9,6.8,82,28,82,28,82,46,9,4,9,4,9,6,56,32,112,64,56,45,8,6,16,12,8,6
Night Moves,0,252903,6,75,24100,R,30/05/2014,112,95,19,258,72,86,54.6667,9,2,26,9,8.6667,7,85,67,85,67,85,77,9,6,9,6,9,6,85,67,170,142,85,79,9,6,16,12,8,6
Nightcrawler,8500000,32279955,7.9,76,10441000,R,31/10/2014,117,88,17,327,86,81.75,54,9,2,36,11,9,7.25,76,50,76,50,76,62,9,2,9,2,9,7,76,50,76,50,76,62,9,2,9,2,9,7
Nightlight,0,0,4.5,27,0,R,27/03/2015,85,95,18,321,121,64.2,39.6,8,4,36,24,7.2,6,78,27,105,105,52.5,52.5,8,5,13,13,6.5,6.5,78,27,105,105,52.5,52.5,8,5,13,13,6.5,6.5
Nina,0,30038362,6,27,0,R,22/04/2016,90,87,13,402,104,80.4,51.4,9,1,45,17,9,7.2,77,50,77,50,77,64,9,9,9,9,9,9,82,25,147,80,73.5,55.5,10,3,18,6,9,7.5
Nine Lives,30000000,19637449,5.3,11,6249915,PG,05/08/2016,87,95,11,292,44,73,47,9,1,34,10,8.5,7.25,85,11,85,11,85,55,9,3,9,3,9,7,60,11,101,22,50.5,31,8,3,13,6,6.5,6.5
No Escape,16200000,27285953,6.8,38,8111264,R,26/08/2015,103,90,11,338,103,84.5,52.5,9,1,34,15,8.5,6.75,,,,,,,,,,,,,53,38,53,38,53,43,9,6,9,6,9,6
"No God, No Master",6000000,6738,5.9,48,1486,PG-13,11/04/2014,94,90,26,283,133,70.75,52.75,9,2,31,16,7.75,6.5,48,48,48,48,48,48,6,6,6,6,6,6,48,48,48,48,48,48,6,6,6,6,6,6
No Good Deed,13200000,52543632,5.6,26,24250283,PG-13,12/09/2014,84,95,17,384,105,76.8,47.6,10,3,44,19,8.8,7,,,,,,,,,,,,,51,26,51,26,51,39,7,4,7,4,7,7
No Home Movie,0,24132,6.7,78,4220,,01/04/2016,115,78,78,156,156,78,78,8,8,16,16,8,8,,,,,,,,,,,,,,,,,,,,,,,,
Noah,125000000,101160529,5.8,68,43720472,PG-13,28/03/2014,138,90,23,428,141,85.6,57,10,1,45,19,9,6.8,81,39,81,39,81,65,9,5,9,5,9,8,81,39,162,78,81,64,9,5,17,10,8.5,7.5
Nocturnal Animals,22500000,10639114,7.5,67,492648,R,18/11/2016,116,90,16,405,124,81,58.2,10,2,45,16,9,7,77,51,77,51,77,64,8,3,8,3,8,8,77,51,77,51,77,64,8,3,8,3,8,8
Non-Stop,50000000,91439400,7,56,28875635,PG-13,28/02/2014,106,96,22,354,116,88.5,58.25,9,4,35,18,8.75,7,59,41,59,41,59,50,9,6,9,6,9,7,56,56,56,56,56,56,7,7,7,7,7,7
Norm of the North,18000000,17017118,3.6,21,6675000,PG,15/01/2016,90,87,1,307,59,76.75,46.75,9,1,35,4,8.75,6.25,,,,,,,,,,,,,61,61,61,61,61,61,10,10,10,10,10,10
"Norte, the End of History",0,0,7.5,81,0,,20/06/2014,250,85,58,411,335,82.2,74.6,8,6,40,37,8,8,88,59,88,59,88,78,8,8,8,8,8,8,88,59,169,140,84.5,79.5,8,8,16,16,8,8
Northmen: A Viking Saga,0,0,5.4,50,0,R,31/07/2015,97,94,26,354,205,70.8,55.4,9,5,39,29,7.8,7,57,50,57,50,57,54,7,6,7,6,7,7,50,50,100,100,50,50,7,7,14,14,7,7
Now You See Me 2,90000000,65030563,6.5,46,22383146,PG-13,10/06/2016,129,95,16,449,142,89.8,60.2,10,1,46,15,9.2,7,59,39,59,39,59,46,7,2,7,2,7,5,,,,,,,,,,,,
Nurse 3D,10000000,0,4.6,29,0,R,07/02/2014,84,75,11,259,84,64.75,42.25,9,3,31,16,7.75,6.25,41,21,41,21,41,33,6,5,6,5,6,6,47,21,88,46,44,34.5,6,5,12,10,6,5.5
Nymphomaniac: Volume I,0,785669,7,64,158369,,21/03/2014,118,80,9,388,156,77.6,56.8,10,1,44,15,8.8,7,84,32,84,32,84,62,9,2,9,2,9,7,84,32,84,32,84,62,9,2,9,2,9,7
Nymphomaniac: Volume II,0,326983,6.7,60,74978,,04/04/2014,123,80,9,388,156,77.6,56.8,10,1,44,15,8.8,7,84,32,84,32,84,62,9,2,9,2,9,7,84,32,84,32,84,62,9,2,9,2,9,7
Obvious Child,0,3122616,6.8,76,77315,R,06/06/2014,84,94,21,412,198,82.4,62.4,9,4,43,27,8.6,6.8,76,66,76,66,76,71,7,7,7,7,7,7,76,66,152,142,76,73.5,7,7,14,14,7,7
Oculus,5000000,27689474,6.5,61,12005402,R,11/04/2014,104,81,19,353,149,70.6,52.2,9,3,39,15,7.8,6.4,67,61,67,61,67,64,7,3,7,3,7,7,67,58,134,119,67,64,9,3,16,6,8,7
Odd Thomas,27000000,0,6.9,45,0,,28/02/2014,97,82,25,320,184,64,50.6,9,3,43,29,8.6,7.6,48,31,48,31,48,41,9,3,9,3,9,5,48,26,93,57,46.5,38.5,9,3,18,11,9,7
Of Men and War,0,0,6.8,87,0,,06/11/2015,142,,,,,,,,,,,,,87,87,87,87,87,87,8,8,8,8,8,8,87,87,174,174,87,87,8,8,16,16,8,8
Office Christmas Party,45000000,54730514,5.8,42,17500000,R,09/12/2016,105,85,8,393,106,78.6,49,9,1,41,11,8.2,5.8,64,42,128,84,64,53,7,5,14,10,7,6,64,64,64,64,64,64,7,7,7,7,7,7
Officer Downe,0,734,4.1,26,470,R,18/11/2016,88,76,9,264,112,52.8,38.4,9,2,36,21,7.2,5.8,26,26,26,26,26,26,5,5,5,5,5,5,,,,,,,,,,,,
Old Fashioned,0,1888392,5.3,29,38965,PG-13,13/02/2015,115,29,29,145,145,29,29,5,5,25,25,5,5,29,29,29,29,29,29,5,5,5,5,5,5,29,29,29,29,29,29,5,5,5,5,5,5
Omar,2100000,0,7.6,75,0,,21/02/2014,96,83,28,308,182,77,62.75,8,4,29,23,7.25,7,75,66,75,66,75,71,8,3,8,3,8,7,75,66,75,66,75,71,8,3,8,3,8,7
On Any Sunday: The Next Chapter,0,507324,7.1,53,344000,PG,07/11/2014,90,61,43,285,245,57,52.6,9,5,35,25,7,5.6,72,43,72,43,72,56,9,1,9,1,9,8,72,43,144,86,72,56,9,1,18,2,9,8
Only Lovers Left Alive,7000000,1879534,7.3,79,87989,R,11/04/2014,123,88,30,424,184,84.8,63,10,3,45,21,9,7,90,27,90,27,90,66,9,4,9,4,9,7,90,27,90,27,90,66,9,4,9,4,9,7
Only Yesterday (1991),0,415941,7.7,90,8004,PG,01/01/2016,118,90,28,270,208,90,78.6667,9,6,27,24,9,8.3333,90,75,90,75,90,85,9,8,9,8,9,9,90,90,180,180,90,90,9,9,18,18,9,9
Open Grave,0,0,6.3,33,0,R,03/01/2014,102,82,1,330,117,66,46.2,9,1,37,20,7.4,6.4,41,24,41,24,41,33,6,5,6,5,6,6,33,33,66,66,33,33,6,6,12,12,6,6
Open Windows,3000000,0,5.2,47,0,,07/11/2014,100,92,20,325,147,65,47.8,10,3,44,27,8.8,7.4,70,38,70,38,70,54,8,3,8,3,8,7,70,38,70,38,70,54,8,3,8,3,8,7
Operation Avalanche,1250000,0,6,69,0,R,16/09/2016,94,69,41,321,305,64.2,62.8,9,5,37,33,7.4,7,45,41,45,41,45,44,9,5,9,5,9,7,69,41,114,106,57,55.5,9,5,16,12,8,7
Ordinary World,0,0,5.5,55,0,,14/10/2016,86,86,13,405,124,81,52.8,9,1,44,14,8.8,7,55,43,55,43,55,49,7,5,7,5,7,7,55,43,55,43,55,49,7,5,7,5,7,7
Other People,0,62630,6.7,68,36997,,09/09/2016,97,86,11,422,150,84.4,56.4,10,2,43,20,8.6,6.6,77,39,77,39,77,58,8,6,8,6,8,8,77,39,77,39,77,58,8,6,8,6,8,8
Ouija,5000000,50820940,4.5,38,20006000,PG-13,24/10/2014,89,82,38,176,114,58.6667,46,8,5,24,18,8,7,,,,,,,,,,,,,65,32,65,32,65,45,9,4,9,4,9,7
Ouija: Origin of Evil,9000000,34904885,6.1,65,14065500,PG-13,21/10/2016,99,91,27,368,180,73.6,54.8,9,2,40,20,8,7,67,61,67,61,67,64,7,3,7,3,7,7,67,58,134,119,67,64,9,3,16,6,8,7
Our Brand Is Crisis,28000000,6998324,6.1,53,3238433,R,30/10/2015,107,96,17,351,88,87.75,52.5,10,2,37,12,9.25,7,82,30,82,30,82,61,8,4,8,4,8,7,90,35,175,88,87.5,66,8,6,16,13,8,7
Our Kind of Traitor,0,3152725,6.2,57,1001354,R,01/07/2016,108,82,28,354,226,70.8,57.2,9,2,36,22,7.2,6.2,57,52,57,52,57,55,6,5,6,5,6,6,85,28,163,85,81.5,65,9,5,16,11,8,6.5
Outcast,0,0,7.6,33,0,,06/02/2015,99,90,15,294,140,73.5,54.25,10,3,34,19,8.5,7.25,,,,,,,,,,,,,82,54,82,54,82,74,8,5,8,5,8,7
Paddington,55000000,76137505,7.2,77,25205000,PG,16/01/2015,95,88,35,399,266,79.8,67.4,9,5,41,31,8.2,8,,,,,,,,,,,,,77,38,77,38,77,53,8,5,8,5,8,6
Palio,0,0,7.3,73,0,,06/11/2015,91,,,,,,,,,,,,,73,73,73,73,73,73,6,6,6,6,6,6,73,73,73,73,73,73,6,6,6,6,6,6
Palo Alto,0,750100,6.3,69,63461,R,09/05/2014,100,77,18,357,189,71.4,56.4,10,2,40,27,8,7,69,69,69,69,69,69,7,7,7,7,7,7,84,16,153,85,76.5,61,10,1,17,8,8.5,7
Pan,150000000,34964818,5.8,36,15315435,PG,09/10/2015,111,95,18,433,150,86.6,58.2,9,3,44,21,8.8,7.2,85,26,85,26,85,62,9,5,9,5,9,8,93,34,157,70,78.5,53.5,8,4,16,9,8,6.5
Pandemic,0,0,4.5,47,0,,01/04/2016,91,93,17,426,107,85.2,51,10,2,45,13,9,6,63,24,63,24,63,44,8,3,8,3,8,7,47,47,47,47,47,47,4,4,4,4,4,4
Papa: Hemingway in Cuba,0,1115516,6.3,37,475224,R,29/04/2016,110,90,16,360,126,72,49,10,2,43,17,8.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,
Paper Towns,12000000,31990064,6.3,56,12650140,PG-13,24/07/2015,109,77,18,262,134,65.5,51.25,8,3,30,21,7.5,6.75,67,56,67,56,67,61,8,5,8,5,8,8,82,36,164,72,82,65,8,5,16,10,8,7
Paranormal Activity: The Ghost Dimension,10000000,18247445,4.6,30,8070493,R,23/10/2015,88,69,30,178,159,44.5,43,8,3,22,15,5.5,5.25,59,27,59,27,59,38,6,4,6,4,6,5,47,30,94,60,47,39,5,4,10,8,5,5
Paranormal Activity: The Marked Ones,5000000,32453345,5,42,18343611,R,03/01/2014,84,82,25,253,216,50.6,46.8,8,3,30,25,6,5.6,62,32,62,32,62,44,8,5,8,5,8,6,68,30,130,62,65,45,8,4,15,9,7.5,6
Partisan,0,0,5.8,50,0,,02/10/2015,94,84,26,284,226,56.8,52,9,4,33,28,6.6,6.2,50,50,50,50,50,50,6,6,6,6,6,6,50,50,100,100,50,50,6,6,12,12,6,6
Passengers,110000000,100014092,7,41,15055000,PG-13,21/12/2016,116,95,18,435,127,87,55.6,10,2,46,19,9.2,6.8,73,41,73,41,73,58,8,5,8,5,8,8,72,16,72,16,72,46,8,5,8,5,8,7
Patch Town,1000000,0,5.7,29,0,,05/06/2015,85,83,8,185,95,46.25,35.5,9,3,28,18,7,6.5,29,29,29,29,29,29,5,5,5,5,5,5,83,29,83,29,83,56,8,5,8,5,8,8
Paterson,0,2141423,7.4,90,71438,R,28/12/2016,118,93,33,416,244,83.2,65.4,10,5,45,34,9,8,90,27,90,27,90,66,9,4,9,4,9,7,90,27,90,27,90,66,9,4,9,4,9,7
Paths of the Soul,0,28184,7.6,90,1116,,13/05/2016,115,,,,,,,,,,,,,90,61,90,61,90,73,10,5,10,5,10,8,90,61,90,61,90,73,10,5,10,5,10,8
Patrick: Evil Awakens,0,0,4.9,48,0,,14/03/2014,96,90,23,353,193,70.6,52.4,9,3,38,25,7.6,6.4,76,48,76,48,76,62,8,6,8,6,8,8,48,48,48,48,48,48,6,6,6,6,6,6
Patriots Day,45000000,31856991,7.4,69,161306,R,21/12/2016,133,93,27,385,262,77,63,9,1,39,23,7.8,6.8,88,20,88,20,88,57,9,1,9,1,9,7,88,20,88,20,88,57,9,1,9,1,9,7
Paul Blart: Mall Cop 2,30000000,71038190,4.4,13,23762435,PG,17/04/2015,94,80,13,195,39,65,38,9,2,26,6,8.6667,6.6667,52,8,52,8,52,33,7,2,7,2,7,6,68,13,107,26,53.5,32.5,9,2,14,4,7,5
Paulette,0,29494,6.6,40,1548,R,14/08/2015,87,89,21,361,169,72.2,53.2,10,5,40,25,8,6.4,40,40,40,40,40,40,5,5,5,5,5,5,40,40,80,80,40,40,5,5,10,10,5,5
Pawn Sacrifice,19000000,2436062,7,65,202053,PG-13,16/09/2015,115,98,14,274,96,91.3333,62.3333,10,2,28,11,9.3333,7,87,28,87,28,87,55,9,3,9,3,9,7,87,30,169,89,84.5,62.5,9,4,17,10,8.5,7
Pay the Ghost,0,0,5.2,23,0,,25/09/2015,94,83,12,198,78,49.5,34.25,10,2,25,11,6.25,5,76,23,76,23,76,48,9,3,9,3,9,8,71,23,94,94,47,47,8,4,12,12,6,6
Pelé: Birth of a Legend,0,27312,7.3,39,7226,PG,13/05/2016,107,80,39,276,195,55.2,48.2,9,7,37,35,7.4,7.4,73,39,146,78,73,57.5,9,5,18,12,9,8,73,39,146,78,73,57.5,9,5,18,12,9,8
Pelican Dreams,0,0,6.7,66,0,,07/11/2014,80,80,66,344,330,68.8,67.4,9,6,33,30,6.6,6.6,80,66,80,66,80,73,9,6,9,6,9,9,80,66,80,66,80,73,9,6,9,6,9,9
Penguins of Madagascar,132000000,83348920,6.7,53,25447444,PG,26/11/2014,92,84,48,221,151,73.6667,60.6667,9,5,24,17,8,7,72,53,72,53,72,61,8,7,8,7,8,7,53,25,106,50,53,39,7,3,14,6,7,7
People Places Things,0,0,6.9,68,0,R,14/08/2015,85,81,28,217,140,72.3333,61.3333,8,5,24,19,8,7.6667,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Sisters,0,0,5.6,44,0,,11/04/2014,100,88,22,326,132,81.5,47.6,10,1,44,25,8.8,7.2,44,44,44,44,44,44,7,7,7,7,7,7,63,44,63,44,63,54,7,6,7,6,7,7
Persecuted,1500000,1557494,3.6,11,851391,PG-13,18/07/2014,91,96,11,338,44,84.5,53,10,2,36,10,9,7,11,11,11,11,11,11,3,3,3,3,3,3,11,11,11,11,11,11,3,3,3,3,3,3
Petes Dragon,65000000,76204454,6.7,71,21514095,PG,12/08/2016,103,90,30,239,119,79.6667,59,10,1,27,11,9,7,73,73,73,73,73,73,,,,,,,84,51,157,124,78.5,71.5,7,4,7,4,7,7
Phantasm: Ravager,0,0,5.1,48,0,,07/10/2016,85,72,42,288,228,57.6,50.6,8,6,33,30,6.6,6.2,,,,,,,,,,,,,72,18,72,18,72,48,8,5,8,5,8,7
Phoenix,0,0,7.3,89,0,PG-13,24/07/2015,98,93,51,449,361,89.8,81,8,6,40,35,8,7.8,89,71,89,71,89,82,8,7,8,7,8,8,89,71,178,157,89,85,8,7,16,14,8,8
Ping Pong Summer,0,25781,5.3,52,25781,,06/06/2014,92,86,12,190,116,63.3333,52.6667,9,1,21,13,7,6.3333,61,50,61,50,61,55,6,5,6,5,6,6,61,50,122,100,61,55,6,5,12,10,6,6
Pioneer,5555559,6847,6,58,1857,R,05/12/2014,111,80,13,138,41,69,46,7,2,14,6,7,6.5,78,58,78,58,78,68,9,6,9,6,9,9,78,58,139,116,69.5,64,9,6,17,12,8.5,8.5
Pitch Perfect 2,29000000,183436380,6.5,63,70300000,PG-13,15/05/2015,115,83,17,382,130,76.4,52.4,9,4,40,21,8,6.2,83,18,83,18,83,52,9,3,9,3,9,7,66,42,132,105,66,60,8,6,15,12,7.5,7
Pixels,88000000,78747585,5.6,27,24011616,PG-13,24/07/2015,106,84,9,381,82,76.2,44.6,10,2,45,11,9,6.4,83,22,83,22,83,54,10,5,10,5,10,7,61,16,120,43,60,36.5,9,3,17,8,8.5,6
Planes: Fire & Rescue,50000000,59157732,6,48,17509407,PG,18/07/2014,83,96,7,371,98,74.2,45.2,10,2,45,16,9,6.4,51,48,51,48,51,50,5,5,5,5,5,5,51,39,102,87,51,48,5,4,10,9,5,5
Plastic,10000000,0,6,32,0,R,26/09/2014,102,85,30,324,158,64.8,46,8,3,32,15,6.4,4.8,53,32,53,32,53,43,6,3,6,3,6,6,53,32,53,32,53,43,6,3,6,3,6,6
Point Break,24000000,43218387,7.2,34,0,R,25/12/2015,114,92,18,411,140,82.2,52.6,10,1,46,19,9.2,7.8,95,45,95,45,95,72,8,6,8,6,8,7,65,34,129,68,64.5,51.5,10,3,18,7,9,7
Poker Night,0,0,6.3,35,0,,20/12/2014,104,91,14,360,113,72,46.6,9,1,42,15,8.4,6.6,,,,,,,,,,,,,,,,,,,,,,,,
Police Story: Lockdown,0,0,6.1,44,0,,05/06/2015,110,85,27,318,186,63.6,49.8,9,1,38,26,7.6,7,47,44,47,44,47,46,7,6,7,6,7,7,47,44,94,91,47,46.5,7,6,13,12,6.5,6.5
Poltergeist,10700000,76600000,7.4,47,6896612,,22/05/2015,93,90,5,406,206,81.2,62.6,9,1,45,29,9,8.4,93,8,172,36,86,54.5,9,4,18,10,9,7.5,93,28,172,56,86,55.5,9,1,18,5,9,7
Pompeii,80000000,23219748,5.5,39,10340823,PG-13,21/02/2014,105,80,16,293,73,73.25,45.25,9,2,33,14,8.25,6.5,58,28,58,28,58,39,9,5,9,5,9,6,51,39,102,78,51,45,7,5,14,10,7,7
Popstar: Never Stop Never Stopping,20000000,9393835,6.7,68,4698715,R,03/06/2016,87,87,7,307,81,76.75,52,10,3,40,15,10,6.75,87,19,155,55,77.5,52,10,3,20,8,10,6.5,70,19,138,55,69,52,10,3,20,8,10,7
Postman Pat: The Movie,0,0,4.6,44,0,,27/06/2014,88,90,12,302,130,75.5,55.75,10,3,36,23,9,7.75,44,20,44,20,44,32,7,5,7,5,7,7,44,44,88,88,44,44,7,7,14,14,7,7
Pound of Flesh,7500000,0,5.1,41,0,R,15/05/2015,104,73,9,242,92,60.5,41.75,8,2,28,14,7,5.5,64,32,64,32,64,50,9,2,9,2,9,6,75,62,75,62,75,69,8,8,8,8,8,8
Precious Cargo,10500000,0,4.6,27,0,R,22/04/2016,90,94,15,242,84,60.5,38.75,9,2,28,12,7,5.5,,,,,,,,,,,,,27,27,27,27,27,27,4,4,4,4,4,4
Predestination,0,0,7.5,69,0,R,09/01/2015,97,100,22,389,212,77.8,59.8,9,2,41,25,8.2,7.4,69,34,138,68,69,53,8,6,16,12,8,7,69,34,138,68,69,53,8,6,16,12,8,7
Premature,0,0,5.8,34,0,R,02/07/2014,93,85,22,300,158,60,46.6,10,4,39,28,7.8,6.8,62,34,62,34,62,48,8,7,8,7,8,7,62,34,96,68,48,41,8,7,15,14,7.5,7
Preservation,0,0,4.7,44,0,,09/01/2015,90,76,19,276,189,55.2,46,8,4,31,20,6.2,6,67,30,67,30,67,52,9,4,9,4,9,7,67,30,67,30,67,52,9,4,9,4,9,7
Pride,0,0,7.8,79,0,R,26/09/2014,120,88,36,325,219,81.25,69.5,9,5,33,26,8.25,7.25,,,,,,,,,,,,,79,79,79,79,79,79,8,8,8,8,8,8
Pride and Prejudice and Zombies,28000000,10907291,5.8,45,5324240,PG-13,05/02/2016,107,86,29,296,142,74,54.25,8,3,31,19,7.75,6.75,76,31,76,31,76,53,9,6,9,6,9,7,76,31,76,31,76,53,9,6,9,6,9,7
Project Almanac,12000000,22331028,6.4,47,8500000,PG-13,30/01/2015,106,77,20,303,183,60.6,48,9,3,33,22,6.6,5,47,44,47,44,47,46,7,5,7,5,7,7,47,30,94,60,47,39,5,4,10,8,5,5
Proxy,0,0,5.7,57,0,,18/04/2014,120,78,28,323,214,64.6,55.6,9,3,33,20,6.6,5.6,65,57,65,57,65,61,8,5,8,5,8,8,65,57,122,114,61,59,8,5,13,10,6.5,6.5
R100,5500000,22770,6,57,7263,,23/01/2015,99,75,57,246,228,61.5,59.25,9,5,24,20,6,5.75,62,57,62,57,62,60,6,5,6,5,6,6,62,57,124,114,62,60,6,5,12,10,6,6
Race,25000000,19097994,7.1,56,7353922,PG-13,19/02/2016,134,71,18,205,111,68.3333,54,9,2,24,12,8,6.6667,56,36,56,36,56,44,7,3,7,3,7,6,56,47,112,94,56,52,7,6,14,12,7,7
Racing Extinction,0,0,8.2,81,0,,18/09/2015,90,84,42,304,270,76,72.25,8,3,31,26,7.75,7.75,84,66,84,66,84,77,8,7,8,7,8,8,86,51,86,51,86,71,10,2,10,2,10,7
Radio Free Albemuth,3600000,5553,5.8,35,5553,R,27/06/2014,111,90,21,194,79,64.6667,45.6667,10,3,26,16,8.6667,6.6667,35,35,35,35,35,35,7,7,7,7,7,7,35,35,35,35,35,35,7,7,7,7,7,7
